name	lat	lon	amenity	shop
Beyaz Fırın Suadiye	40.9570422	29.0804984		bakery
The House Cafe	40.9573325	29.080762	restaurant	
Viyana Kahvesi	41.0293533	28.9748961	cafe	
Menta Bar	38.423084	27.1317891	bar	
Şok	38.4234492	27.1322817		supermarket
Kordon Büfe	38.4297647	27.1345397	cafe	
Deniz Restaurant	38.4312547	27.1359578	restaurant	
Hisar Cafe	38.4230663	27.1320425	cafe	
Kahve Deryası	38.4213432	27.1304554	cafe	
Big Chefs	38.4297143	27.1344856	cafe	
Veli Usta Körfez Restaurant	38.430626	27.1353406	restaurant	
Neşeli Cafe	38.423083	27.131907	cafe	
Kordonboyu Balık	38.4299034	27.1346728	restaurant	
Özsüt	38.4319282	27.1365664	cafe	
Peppo	38.4230851	27.1319768	cafe	
Cevat'ın Yeri	38.4204087	27.1300979	cafe	
A101	38.4309645	27.1356499		supermarket
Tarihi Kemeraltı Baklavacısı	38.4206534	27.130368		confectionery
Roku	38.4307806	27.1354954	restaurant	
Zafer'in Yeri	38.4307055	27.1354196	restaurant	
Balıkçı Hasan	38.4308875	27.135587	restaurant	
Fish & Steak House	38.4299926	27.1347447	restaurant	
Tuzu Biberi	38.4322699	27.1369305	restaurant	
Meyhane Sisim	38.4298236	27.1345946	bar	
Serender	40.9180269	38.3857858	restaurant	
(isimsiz)	37.7391544	27.3418529	cafe	
Simit İnn	40.9641442	29.0891498	restaurant	
Market 07	36.2699507	29.4907997		convenience
Yamaç Pide Salonu	37.4974906	28.8395914	restaurant	
Pablo	40.9653477	29.0664039	cafe	
Burgerquin	36.5915045	36.1704834	fast_food	
Çağrı Fırın	40.9933857	29.030274		bakery
Sini Garden Restaurant	36.6652969	30.5529539	restaurant	
(isimsiz)	38.2735698	26.3700528	restaurant	
Migros	40.9913175	29.1168824		supermarket
BİM	40.9786353	29.0815293		supermarket
Simit Sarayı	41.0381499	28.9850548	cafe	bakery
Köşem	40.8769521	29.1008474	cafe	
Karmen	40.8768798	29.1005834	cafe	
Can Market	40.8768485	29.1006359		convenience
Munis	40.8766596	29.1010273	restaurant	
Oğuzhan Pide Lahmacun Kebap	40.8783915	29.0998451	restaurant	
(isimsiz)	40.878313	29.0999821		bakery
Koray Gida	40.8783283	29.0998466		convenience
Çatkapı Köfte Mante	40.878168	29.0998191	restaurant	
(isimsiz)	40.8780622	29.0998134		bakery
BİM	40.8780251	29.0998148		supermarket
(isimsiz)	40.1118839	29.0741725	restaurant	
İstanbul Halk Ekmek	40.9667261	29.0689494		bakery
Şok	36.7344674	27.690218		supermarket
Balta Burger	37.8999825	41.1316902	fast_food	
Minerva Kitap Cafe	37.8980393	41.1315831	cafe	
Mehmet Usta Ocakbaşı	37.897075	41.1313895	restaurant	
(isimsiz)	36.5495448	29.1252449	bar	
BİM	39.3990303	30.041721		supermarket
A101	39.3992309	30.0413556		supermarket
Şok	39.3993498	30.0414094		supermarket
Pan-Cake House	41.0298565	28.9507831	cafe	
Fida Cafe	41.0299051	28.9507086	cafe	
Vanilla Balat	41.0299524	28.9508016	cafe	
BİM	40.9807379	29.0230236		supermarket
Wayana	40.9812996	29.0226578	restaurant	
Şok	40.9626254	29.0805894		supermarket
molto bene	41.0272701	28.9757194	restaurant	
ÖZ Yunuslar Süpermarket	40.9719013	29.1361636		supermarket
Doğan Gıda	40.9721105	29.1360447		convenience
A101	38.6578465	39.1771563		supermarket
Smirna	40.8775489	29.09941	cafe	
(isimsiz)	40.8775857	29.0998371	cafe	
Maraş	40.877591	29.0999845	ice_cream	
(isimsiz)	40.8775305	29.1000161		convenience
(isimsiz)	40.8776499	29.0980233	cafe	
(isimsiz)	40.8774906	29.0983053	cafe	
(isimsiz)	40.8773603	29.0985223	cafe	
Yildiz Pide Salonu	40.8774753	29.0991256	restaurant	
(isimsiz)	36.3058789	30.3153098	restaurant	
Liberica	40.6045364	43.0958911	cafe	
Little Caesars	41.1902257	29.0370718	fast_food	
Adana Kebapçısı	41.1875557	29.0492718	restaurant	
Meşhur Adıyamanlı Çiğköfteci Mehmet Usta	41.052934	28.9171381	fast_food	
Onur	41.1698671	27.4990869		supermarket
Yavuz Izgara	41.1724115	27.4964704	restaurant	
Aisa Café Restaurant	41.2251765	29.2231484	restaurant	
Happie Balat	41.0330601	28.9466395	cafe	
BİM	38.19232	26.7866848		supermarket
İkizler Büfe	41.3092524	27.6061736		convenience
Çınar Pastanesi	40.7657358	29.9260745		bakery
Tatlıses Çiğ Köfte	40.7657536	29.9261485	fast_food	
Hakmar	40.7658261	29.9264551		supermarket
(isimsiz)	40.7654572	29.925721	restaurant	
(isimsiz)	40.7653257	29.9257684	cafe	
A101	40.7659603	29.9255124		supermarket
Snoopy Pizza	40.7656264	29.9255189	fast_food	
Sokak Pilavcısı	40.765487	29.9250223	restaurant	
Sarıyer Börek	40.7652439	29.9248851	restaurant	
Çardak Çay Evi	40.765215	29.9246578		tea
Kahve Köşkü	40.7654135	29.9244581	cafe	
Doyum Unlu Mamülleri	40.7649966	29.9240348		bakery
Daichi Sushi	40.76493	29.923868	restaurant	
Şok	40.7649795	29.9233515		supermarket
Boşnak Börekçi	40.763251	29.9261159	restaurant	
Saray Tantuni	40.7632335	29.9260059	fast_food	
Tarihi Tadımhan Fırın	40.7631246	29.9252365		bakery
Dürüm Max Zurna Dürüm	41.056091	28.9105635	fast_food	
Öge Zade Kebap	40.7630433	29.9249012	restaurant	
Kokoreç Office	40.7630311	29.9248116	fast_food	
Disa Kahve	40.7630249	29.9247587		coffee
Mersini Tantuni	40.7630098	29.9246611	fast_food	
Yakamoz Tantuni	40.7630043	29.9246092	fast_food	
Kahve Köşesi	40.7629928	29.9245244		coffee
Has Köfte	40.7629583	29.9243309	restaurant	
Çoban Katık	40.7628435	29.9234868	fast_food	
Mahmut Usta	40.7627621	29.9229216	cafe	
Simitİz	40.7625342	29.9231861	cafe	
Pişkin Simit Fırını	40.7623288	29.9231738		bakery
Esin Kebap & Lahmacun	40.7623762	29.9229974	restaurant	
Serde Börek	40.7625759	29.9235318	restaurant	
Dayı'nın Yeri	40.7624606	29.9235087	restaurant	
A101	40.7626807	29.9243535		supermarket
Adıyaman Çiğköfte	40.7626915	29.9243216	fast_food	
Pilavcı Abi	40.7626982	29.9243814	fast_food	
Tatlıses Lahmacun	40.7627064	29.9244613	restaurant	
Adıyaman Çiğköfte	40.7627484	29.9246259	fast_food	
by Cumali Burger	40.7627612	29.9247012	fast_food	
Sütten	40.7656907	29.9282929	cafe	
Park Kuruyemiş	40.7657166	29.9285508		convenience
Asrın Börek	40.7657313	29.9286601	fast_food	
Park 1957	40.7657612	29.9288662	pub	
Seka Pilavcısı	40.7657407	29.9290385	fast_food	
Güven Piliç	40.7658821	29.9299832	fast_food	
Adıyaman Çiğköfte	40.7658857	29.9300053	fast_food	
Ekonomi Pazarı	40.766071	29.929839		convenience
Yıldırım Fırın	40.7660497	29.9296801		bakery
Arz Tantuni	40.7660639	29.9293304	fast_food	
Park Pilav	40.7661098	29.929324	fast_food	
Park Market	40.7661449	29.9293177		convenience
Özler Et	40.7661406	29.9302172	restaurant	
Kıraathane	40.7661654	29.9299971		tea
Mustafa Chef	38.3660528	34.0242879	restaurant	
Etliekmek	37.8722183	32.5055326	restaurant	
Gaziantep Lezzetleri	38.6315805	34.7232561	restaurant	
Çoskun Bakkal	38.7216473	37.2975627		convenience
Ergün Market	38.7217273	37.2972885		convenience
Sevdiğin Market	39.4084491	30.034166		convenience
Yamac Cafe	40.8772265	29.1002105	cafe	
Sloth Kafe	39.9008902	32.8532454	cafe	
Ölüdeniz market	36.5505482	29.1227044		convenience
Erol's Market	36.5515329	29.1232932		convenience
A101	40.8767866	29.1012383		supermarket
Denizatı	40.8767793	29.1009745	cafe	
Lady Cafe	40.8768339	29.1009301	cafe	
Rest Cafe	40.8769011	29.1009287	cafe	
Carrefour	40.8771619	29.1002743		convenience
Gülada Market	40.8770758	29.1004513		convenience
The corner Heybeliada	40.8765748	29.1011189	restaurant	
Paprika Cafe	40.8766524	29.1012269	cafe	
Sinem Dondurma	40.8767041	29.1012889	ice_cream	
(isimsiz)	36.2003314	29.6413425	bar	
Mavi koy market	36.5551343	29.1122087		convenience
Gardenia Cafe	37.9017877	41.1292679	cafe	
Gaziantep Başpınar Restaurant	36.5520547	31.9848209	restaurant	
Öz çağlayan	36.5522257	31.9845071		convenience
Safi	41.0356924	28.9829351		confectionery
(isimsiz)	36.5429859	29.1257351	bar	
(isimsiz)	40.1913424	29.047107	restaurant	
(isimsiz)	41.0352625	28.981806	ice_cream	
K. Maraş ice cream	41.0353312	28.9815531	ice_cream	
(isimsiz)	37.7994531	31.0664989	cafe	
Marko Pasa	41.0346932	28.9806411	restaurant	
Balkan Lokantasi	41.0138751	28.9759627	restaurant	
Tektaş Unlu Mamülleri	40.9288365	29.1429303		bakery
Kadıköy Simit	40.9896014	29.0276834	fast_food	
Tost Akademisi	40.9896876	29.0271588	fast_food	
Kadıköy Tahıllı Unlu Mamulleri	40.9889651	29.0298326		bakery
Moya	36.1876972	33.6245335	cafe	
Şok	40.9290622	29.1402881		supermarket
Fırın Safranbolu	40.9244632	29.1332436	cafe	
(isimsiz)	38.0701899	27.41023	restaurant	
(isimsiz)	38.0703771	27.4121656	restaurant	
(isimsiz)	38.0703157	27.4101705	cafe	
(isimsiz)	38.0702982	27.4122176	cafe	
Gala Kokoreç	41.0237263	28.9776641	fast_food	
Karaköy Gedikli	41.0236733	28.977569	restaurant	
Şok Mini	40.927625	29.1307833		convenience
Türkiye Tarım Kredi Kooperatif Market	39.4882807	26.9408167		supermarket
Güneş Kafe	37.4420609	28.842283		tea
Şok	40.9690325	29.0831901		supermarket
Kervan Et Köfte	40.9745573	27.5111917	restaurant	
Güneş Büfe	40.9758245	27.509489		convenience
Alkan Büfe	40.9749802	27.5041682		convenience
Bereket Büfe	40.9741076	27.5082886		convenience
Süleymanpaşa Kumpir Waffle	40.9737473	27.5169338	ice_cream	
Budak Büfe	40.9782016	27.5127878		convenience
Ziyafet Çiğköftecisi	40.9772111	27.5042518	fast_food	
Han Sofrası Cafe Restaurant	40.9741181	27.5035526	restaurant	
Kocaeli Börek Pide	40.9778022	27.5136723	restaurant	
Algönül Tekel Bayii	40.9772017	27.5049276		convenience
Süleymanpaşa Dondurma	40.973599	27.5172036	ice_cream	
Özcanlar	40.9771959	27.5043858	restaurant	
Sergen Market	40.9801823	27.5230204		convenience
Shot Tekel	40.9785376	27.5179893		convenience
Ciğerci Ahmet	39.4444699	30.0055399	restaurant	
Ciğerci Bahattin	39.4455863	30.006288	restaurant	
Nehir Cafe	39.44193	30.0054963	cafe	
(isimsiz)	38.4938899	27.7028085	cafe	
Şok	36.9102996	30.7119788		supermarket
Rumeli Gözleme Evi	36.5522954	31.9843701	cafe	
Azim Et & Şarküteri	36.5511995	32.0070449		convenience
Seç	36.5474628	32.0123321		convenience
Dönmez Tekel Market	36.5484905	32.0215404		convenience
Pasaport Pizza	40.9270151	29.1388132	fast_food	
(isimsiz)	40.9259773	29.1368606		convenience
Mestay	40.9285825	29.1411668		convenience
Bim	40.9256618	29.136729		convenience
Migros	40.9238341	29.1342772		supermarket
Nazar Market	40.9265407	29.1379615		convenience
Setbaşı Fırını	40.9252898	29.1360857	cafe	
Mopaş	40.9250044	29.1356103		convenience
Tarım Kredi Kooperatif Market	40.924933	29.1350298		convenience
Migros Jet	40.9242271	29.1295706		convenience
Tavuk Dünyası	40.9688881	29.0848121	fast_food	
Alaşehirli Pide Salonu	38.399965	28.9663004		bakery
Sıfır Bir Tekel	40.9287249	29.141919		convenience
Çavuşun Yeri Tekel	40.926776	29.1384459		convenience
BİM	40.9226054	29.1314688		supermarket
Liberty	40.9269381	29.1247753	cafe	
White wagon	40.9270073	29.1246575	cafe	
Migros	40.9901913	29.1299185		supermarket
BİM	40.9251822	29.1323554		supermarket
A101	40.9736568	29.0947168		supermarket
Yalı	41.0263004	40.4289753	cafe	
Burger King	40.992401	29.1204323	fast_food	
A101	40.9920859	29.120401		supermarket
BİM	40.9920799	29.1205477		supermarket
Van Kahvaltı Salonu	40.9908851	29.1220835	restaurant	
Kawaii	40.9908869	29.1219894	restaurant	
Ikra market	36.8887612	30.6811567		convenience
Bay yuce market	36.8888461	30.6817163		convenience
BİM	40.9948193	29.1081531		supermarket
Blue Chief	36.3190515	33.8799552	restaurant	
Joseph's Food & Drink	36.5490346	29.1218216	restaurant	
Mini Oba Market	36.5536247	29.1157287		convenience
Ezgi cafe	39.9183855	32.8561149	cafe	
Dois	39.9184677	32.8563595	restaurant	
Taş fırın	39.9184837	32.8560835	restaurant	
Pilita Fırın Pasta & Cafe	41.32131	27.9815808	cafe	
La Sirene Bebek	41.076534	29.0443309	restaurant	
(isimsiz)	36.5678497	31.9158889	cafe	
(isimsiz)	36.5673576	31.9157557		convenience
(isimsiz)	36.5672915	31.9147946	bar	
ByBalık Lokantası	40.3602742	27.9765776	restaurant	
Çağrı	40.9644615	29.0944341		supermarket
Ayar Meyhanesi	36.8818644	30.7050119	restaurant	
Malkoç Karafırın Unlu Mamülleri	38.355019	26.8064371		bakery
Liman restaurant	36.3186822	33.8795705	restaurant	
Big Cake	40.7720687	29.9792062	cafe	
(isimsiz)	40.7721326	29.979356	cafe	
Hookus	40.772315	29.9790924	cafe	
Şok	40.95406	29.1042241		supermarket
Hey Joe	40.9853202	29.0330599	cafe	
(isimsiz)	41.1639034	29.5925666	restaurant	
(isimsiz)	41.5111922	34.2153974	restaurant	
(isimsiz)	41.8028623	35.198889	restaurant	
Limon Edirne de'Luxe Barba's	41.6574691	26.5323872	restaurant	
Moda Köy	41.6571157	26.5321553	restaurant	
Füsun Gida	41.6566733	26.5247622		convenience
Beyaz Ev	41.657201	26.5232395	restaurant	
Tulipa	41.6567106	26.5242257	restaurant	
Yeşil Karaağaç Büfe	41.6570106	26.5240175		convenience
A101	40.9711125	29.0830769		supermarket
(isimsiz)	41.3981593	41.4236946	restaurant	
Beyoğlu Büfe	41.6556867	26.5262846		convenience
(isimsiz)	39.9137243	32.865061		convenience
Adioss Döner	38.9171221	27.8359462	food_court	
Schiller	36.8486748	30.6193904	cafe	
Ustaoğlu Market	39.9722253	32.5731362		convenience
Hacıoğlu Market	39.9721275	32.5724193		convenience
Yazan Market	39.9712697	32.5734105		convenience
(isimsiz)	41.52088	41.5522424		convenience
(isimsiz)	41.2328503	31.6159689		convenience
(isimsiz)	40.9437129	32.5299531		supermarket
(isimsiz)	41.4231078	32.9570264		supermarket
(isimsiz)	41.0161351	32.0801994	restaurant	
Gumus Balik	38.4262973	27.1321978	restaurant	
Fredonia	36.8511252	28.2735036	cafe	
Fredonia	36.8497049	28.263441	cafe	
Caribou Coffee	38.4269191	27.1323685	cafe	
Kandemir Kafe	38.4268371	27.1323443	cafe	
Quzeen Lounge	38.4271177	27.1323931	bar	
Lavanta Panaroma	38.6182492	34.8671642	cafe	
CarrefourSA	40.9751448	29.0962864		supermarket
Bafra Pide	40.9752534	29.0959801	restaurant	
Viola Cafe & Patisserie	40.9749555	29.095831	cafe	
Vos Flower & Coffee	40.9758167	29.0945925	cafe	
Alp Gıda	40.9776481	29.0932965		convenience
Migros Jet	40.9771907	29.092477		convenience
Hacıbaşar	40.9751038	29.0948784	restaurant	
Borsa Lokantası Caddebostan	40.9665901	29.0683446	restaurant	
The North Shield Caddebostan	40.9675827	29.0680667	pub	
A101	40.9676375	29.0683875		supermarket
Pizzorroo	40.9721579	29.0611685	restaurant	
CarrefourSA	40.9723098	29.0613724		supermarket
Şok	41.0041658	29.07828		supermarket
Hakmar Express	41.003895	29.0783416		convenience
BİM	36.5915632	31.8611799		supermarket
(isimsiz)	36.5930369	31.8581447		
(isimsiz)	36.5881454	31.8658803		
(isimsiz)	36.5880412	31.8652562		
(isimsiz)	36.5879018	31.8657353		tea
Hardal	41.1434367	28.4601341	fast_food	
Marka Pide	41.142924	28.4600411	fast_food	
İstanbul Halk Ekmek	41.1438267	28.4607802		bakery
CarrefourSA	41.1440691	28.4606861		supermarket
Tarihi Çatalca Köfte	41.1424831	28.4585573	restaurant	
Çarşı Unlu Mamulleri	41.1424535	28.4586487		bakery
Mert Döner	41.1429866	28.4600858	fast_food	
Şok	41.142259	28.4593959		supermarket
Migros	39.5487433	44.0797469		supermarket
(isimsiz)	38.7208729	35.4895429	cafe	
(isimsiz)	38.7208867	35.4893098	cafe	
(isimsiz)	38.7209375	35.4887976	cafe	
(isimsiz)	41.9754613	33.7725554	cafe	
(isimsiz)	41.9742754	33.7776803	restaurant	
Hisarönü Şambalicisi Şube	38.4218163	27.1330709	restaurant	
A101	37.848947	41.098281		supermarket
(isimsiz)	36.8492102	30.6096669	fast_food	
Şok	40.9669153	29.077786		supermarket
CarrefourSA	40.9668392	29.0778898		supermarket
Papazın Evi Bistro&Cafe	41.7375263	27.2231687	cafe	
Gusto Celepoğlu Konağı	41.7382781	27.2227589	restaurant	
Cafer Kafe	41.7369368	27.2218199	cafe	
(isimsiz)	39.9130329	32.864305		convenience
(isimsiz)	39.9140865	32.8658721		convenience
Eşmelioğlu AVM	38.1086821	30.5511267		convenience
Battalbey Çiğköfte	38.1086673	30.5514406	restaurant	
Seç Market - Senirkent	38.1086335	30.5515908		convenience
Canlar Market	38.1095966	30.5512835		convenience
Bal Unlu Mamülleri	38.108694	30.552412		bakery
Alkanlar AVM	38.108694	30.5522065		convenience
Books & Coffee Marmaris	36.8525101	28.2756277	cafe	books
Celik Market	36.8546674	28.2709964		convenience
Meshur Safranbolu Lokumcusu	36.8547001	28.2709902		confectionery
(isimsiz)	36.8276576	28.2432489	ice_cream	
Lokanta etlıekmek	38.2063266	32.3899053	cafe	
Şok Mini	41.0337481	28.984177		convenience
(isimsiz)	40.9905936	29.0247172	fast_food	
McDonald's	40.73425	31.5999989	fast_food	
Manti	40.7315103	31.6037909	restaurant	
Gozlemeci	40.4633689	31.2117058	restaurant	
(isimsiz)	40.9795298	40.3431386	cafe	
(isimsiz)	41.0126502	40.3591739	restaurant	
Terminal Büfe	40.9460772	40.2664822	fast_food	
Öncü Döner	40.9462851	40.2677467	cafe	
BİM	40.946327	40.2661864		supermarket
Cerithan Restaurant	37.9345516	27.3628023	restaurant	
Biz Bize	38.42318	27.1409248	restaurant	
Cafe Turko	37.9123424	27.3327859	cafe	
(isimsiz)	40.9139433	40.1151992	cafe	
(isimsiz)	36.8120882	28.240318		convenience
(isimsiz)	36.8059579	28.2324621		convenience
Cafe Savas	36.8010293	28.2348865	cafe	
Kumsal Market	36.799981	28.2360191		convenience
Dincer Market	36.7998545	28.2355576		convenience
Coco Beach Supermarket	36.8027372	28.2334298		convenience
Migros Jet	40.9686788	29.0582563		convenience
Margi	41.6604649	26.5959269		convenience
Pasha Tekel	41.0003007	28.8566838		convenience
Efsane Çiğköfte	41.0000277	28.8570317	fast_food	
Damak Kuruyemiş	40.9999506	28.8568246		convenience
Kilis Yöresel Gıda Pazarı	41.0016075	28.8572788		convenience
Çamlık Gıda	40.9993954	28.8573467		convenience
Bahçeli Kebap	40.9997535	28.8575476	restaurant	
Kastino İnebolu Fırın Ekmeği	41.0013148	28.856201		bakery
Apak Pasta Cafe	41.0005523	28.8569691	cafe	
Şükrübey Kebap & Lahmacun	41.0009921	28.8568491	restaurant	
Elif Gıda Kilis & Antep Pazarı	41.0007213	28.8570313		convenience
Şok	41.0011065	28.8568821		supermarket
Nano Dürüm	41.0015293	28.8569909	fast_food	
Dinç Kuruyemiş & Şarküteri	41.001453	28.8572598		convenience
Kuzey Şarküteri	40.9990384	28.8577797		convenience
Maden Baklava	41.0017002	28.8572872		confectionery
Gaziantepli Baklavacı Altın Oklava	40.9987304	28.8579405		confectionery
Ezel Çiğköfte	41.0012194	28.8572664	fast_food	
Barış Gıda Tekel	40.9998692	28.8568897		convenience
(isimsiz)	36.4981208	29.1272627	cafe	
(isimsiz)	37.8821252	28.1454771	cafe	
CoffeeMania	38.448116	27.178299	cafe	
Keb Up	38.4481645	27.178941	restaurant	
BigChefs	38.4470662	27.1738112	restaurant	
Ekomini	41.6674669	26.5888192		convenience
Şok	41.031803	28.9086377		supermarket
A101	41.0328948	28.9075044		supermarket
BİM	41.0324693	28.9068223		supermarket
BİM	41.0324618	28.9018473		supermarket
Şok	41.0325724	28.9018645		supermarket
Altın Tepsi Pide Lahmacun Döner Salonu	41.0388753	28.9020649	fast_food	
Yaşar Kardeşler Tekel & Şarküteri	41.0492953	28.8966795		convenience
BİM	41.045841	28.9043602		supermarket
Paşam Kokoreç	41.0492656	28.8967565	fast_food	
Anteplioğlu Tatlı & Baklava	41.0342039	28.902714		confectionery
Namlı Sarıyer Cafe & Börek	41.0490602	28.8976505	cafe	
BİM	41.0462583	28.9009145		supermarket
Metro Pilav & Döner	41.0493027	28.8966465	fast_food	
Forum Kokoreç	41.0489064	28.8985306	fast_food	
Şok	41.0404836	28.9024705		supermarket
Ayancık Kahvesi	41.0463315	28.901765	cafe	
A101	41.0495944	28.8964635		supermarket
Sarıyer Börekçisi	41.0422152	28.9037951	cafe	
(isimsiz)	37.9101573	28.3250255	cafe	
(isimsiz)	37.9078585	28.3103245	cafe	
Günaydın Kalamış	40.9775448	29.0409773	restaurant	
Nezih Köşe	40.9846443	37.8776501	fast_food	
Akın Fırını	40.9847491	37.8775871		bakery
Eylül Cafe	40.9849796	37.8783237	cafe	
(isimsiz)	37.8711623	28.127072	cafe	
Teras 1885	38.4316602	27.1365331	restaurant	
Doğuş Cafe	41.1550069	27.8055424	cafe	
Airport Tekel	41.1538403	27.8051898		convenience
Texas Burger	41.1622188	27.7938513	restaurant	
Hatipoğlu Market	41.1549954	27.807124		convenience
Hasan Gazi Baklavaları	41.1615186	27.8006517	restaurant	
Bedir Şark Sofrası	41.1550003	27.8052787	restaurant	
Şeref Lokantası	41.1625769	27.7943128	restaurant	
Güzeloğlu Kokoreç	41.1550296	27.8084128	restaurant	
BİM	41.154563	27.8085956		supermarket
Tahtakale Çorbacısı	41.6734255	26.5538559	restaurant	
Ceylan Büfe	41.6756506	26.5548064		convenience
Zarif Çiğköfte	41.6756293	26.5547647	fast_food	
Es Tatlı ve Cafe	41.6756161	26.5547322		confectionery
Ondo	41.6755971	26.5546906	ice_cream	
Asma 6 Kafe	38.10971	30.5544069	cafe	
Serhad Tava Ciğer ve Izgara	41.675769	26.554736	restaurant	
Osmanlı Şehzade	41.6757036	26.5548003		confectionery
Edirne Sultanzade	41.6757164	26.5547864		confectionery
Tatlı Konağı	41.6757243	26.5547799		confectionery
Ekrem  Coşkun	41.6759789	26.5541864	restaurant	
Aydın Tava Ciğer ve İzgara	41.675756	26.5547477	restaurant	
Komagene	40.9710388	29.0972403	fast_food	
Makbul	41.0547847	28.8392991		convenience
Sultan Çiğköfte	41.0543458	28.8375464	fast_food	
Cafe Halfenus	41.0538794	28.8341541	cafe	
BİM	41.0547363	28.8391073		supermarket
Burger King	41.0534556	28.8315636	fast_food	
La Joliés	38.4304251	27.1401982	cafe	
Léone Patisserie & Boulangerie ALSANCAK	38.4301625	27.1411848	cafe	
(isimsiz)	38.4281584	27.133061	cafe	
Kumrucu	38.4281241	27.1330363	fast_food	
Mado	38.4280403	27.1329488	cafe	
Bonjour	38.4273479	27.1324994	cafe	
404	38.4264101	27.132226	restaurant	
Tarihi İstanbul Börekçisi	41.0337032	28.8320064	restaurant	
Baba Döner	41.0333493	28.8308574	fast_food	
Melemenci	41.0335247	28.8311422	fast_food	
Popeyes	41.0328899	28.8299189	fast_food	
Bay Sos Hatay Döner	41.0337985	28.83174	fast_food	
Burger King	41.0328478	28.8298405	fast_food	
Şok	41.0338199	28.8323966		supermarket
İlhan Kuruyemiş	41.0334822	28.8310762		convenience
Radar Market	41.0333076	28.8307541		supermarket
Paşa Döner	41.0328987	28.8303407	fast_food	
Tatbak	41.033261	28.8306684		convenience
Gala Kokoreç	41.0328299	28.8297304	fast_food	
BİM	41.0341613	28.8325734		supermarket
Şok	41.032453	28.829362		supermarket
Büfem	41.0327259	28.8295063		convenience
A101	41.0326366	28.8301097		supermarket
Gaziantep Kebap	41.03386	28.8325107	restaurant	
Palmiye Pide & Börek Salonu	41.0335544	28.8312002	restaurant	
Rıhtım Market	40.9699436	40.3092269		convenience
Arzum Doğal Çiğköfte	41.6763981	26.5546042	restaurant	
al lado está dogu karadeniz pide sarayi	41.0444726	29.0006836	restaurant	
Sahil Ekmek Fırını	40.9674146	40.3041015	cafe	
Şok	40.9671788	40.3038557		supermarket
Okumuş Market	40.966098	40.3053619		convenience
Huzur Lokantası	40.9661731	40.3051633	cafe	
Ekstra Mola Lokanta	40.9614964	40.2932923	cafe	
Saral Ekmek Fırını	40.9515712	40.277658	cafe	
Saral Büfe	40.9514344	40.2771924		convenience
Hasbahçe Mangalbasi	40.9498975	40.2708515	restaurant	
Sunset Wedding Hall	40.9495936	40.2694562	restaurant	
Şehazade Çay Bahçesi	40.9489575	40.2689828	restaurant	
Otogar Çay Ocağı	40.9459825	40.2655286	cafe	
Ganita Çay Bahçesi	41.0077242	39.7343085	fast_food	
BİM	41.0074003	39.7331859		supermarket
Ganita Balık Ekmek Yeri	41.008935	39.7302448	restaurant	
Ömür Piliç Lokantası	41.6745227	26.5536936	restaurant	
Enfes Lokanta	41.674484	26.5536695	restaurant	
Çakra Cafe	40.995096	39.7793947	fast_food	
THY CİP Salonu	40.995232	39.7794877	fast_food	
Kalamış	40.9920666	39.7881892	restaurant	
Ahmet's Cafe	40.9875263	39.8120047	cafe	
Lebanese	40.9856551	39.8175907	restaurant	
Loya Düğün Salonu	40.9849669	39.8206013	restaurant	
Konaklama	40.9846265	39.8220071	cafe	
Bella	37.9176785	29.1211347	restaurant	
Akgedik	38.2833954	28.6058346	cafe	
Cafe Sohı	41.2927125	27.9974603	cafe	
Gökhan supermarket	36.8538567	28.2649485		convenience
Food House	40.9705488	29.0799882	fast_food	
Sarıyer Börekçişi	41.0227181	28.9604871	fast_food	
CarrefourSA	40.9691783	29.0824797		supermarket
Börekçi Zarif	41.6743819	26.5534988		bakery
Namlı Sarıyer Börek-Pide	41.6744268	26.5535241		bakery
Merkez Ekmek Fabrikası	41.6740145	26.5528833		bakery
Muzenin kahvesı	41.0114517	28.9822782	cafe	
Can market	37.9131912	29.1193761		convenience
(isimsiz)	37.9148297	29.1181978		convenience
Farmers Market	40.980537	39.8274084		convenience
Uygun Avm	40.982547	39.8281509		convenience
Gommera Cafe	40.9829186	39.8274688	cafe	
Helat Et Gida	40.9748066	39.831447		convenience
MM Migros	40.9702744	39.8334992		supermarket
Demeli Pide	40.9707481	39.8332573	cafe	
CarrefourSA	40.9673279	39.8349787		supermarket
Nov'ist	40.9686777	39.8396502	restaurant	
Shana Garden & Roof	40.9651814	39.8387432	restaurant	
Sultan's Mangalbaşı	40.965787	39.837613	bar	
Simira Cafe	40.965624	39.8382536	cafe	
Çakırbey Toplantı ve Düğün Salonu	40.9667356	39.8372445	restaurant	
Ali Dayı 61 Gezi Teknesi	40.9597518	39.8523109	restaurant	
Domino's	40.9078873	29.3171195	fast_food	
Mado	40.9074268	29.3164035	cafe	
HD İskamder Pidem	40.9079753	29.3168214	cafe	
Marmaris Büfe	40.9078305	29.3163961	fast_food	
McDonald's	40.9077011	29.317186	fast_food	
Puro Gusto	40.9075117	29.3166171	cafe	
Turkish kitchen & bar	40.9072667	29.3159837	cafe	
Simit Sarayı	40.906312	29.3143473		bakery
Karafirin	40.9079475	29.3170497	cafe	
Balıkci Barınagi Restoran	41.2668263	36.3804194	restaurant	
Göl Cafe	41.2775186	36.3589841	cafe	
Tarihi İstek Pide Selami Usta	41.2789698	36.3503371	fast_food	
Hanzadem	41.2780326	36.3496447	cafe	
Simit Sarayı	41.276667	36.3542227		bakery
