name	lat	lon	amenity	shop
Cafe In	39.8699384	32.7505929	cafe	
Asmalı Konak	39.8724313	32.7507457	cafe	
Mozart Cafe	39.8720821	32.7510684	cafe	
Coffee Break	39.8704448	32.7496624	cafe	
Speed	39.8662762	32.7483229	restaurant	
Kıraç	39.8658972	32.7482379	restaurant	
Mozart Cafe	39.8688679	32.7481628	cafe	
Coffee Break	39.8681957	32.7491127	cafe	
Cafe Alis	39.8670611	32.749868	cafe	
Fiero Cafe	39.8680811	32.7496064	cafe	
Express Cafe	39.8684651	32.7502193	cafe	
Coffee Break	39.8694327	32.749943	cafe	
Starbucks	39.8674337	32.7502166	cafe	
BİM	38.5058622	27.0571015		supermarket
Fırın	38.5038832	27.0618561		bakery
(isimsiz)	38.5037048	27.0619714	pub	
(isimsiz)	38.5038916	27.0619526	cafe	
Migros	38.5037645	27.0618974		supermarket
KARDEŞLER LOKANTASI	41.0665216	28.973324	restaurant	
(isimsiz)	36.6262314	31.7554646	restaurant	
Express Cafe	39.8661914	32.7492584	cafe	
Sözeri Pide & Kebap	39.8655079	32.7441942	restaurant	
Sözeri Market	39.8655184	32.7443527		convenience
Alaeddin Market	38.7186477	34.8408631		supermarket
(isimsiz)	39.3872564	31.498122	restaurant	
Sardunya Beach Restaurant	36.1990013	29.6380127	restaurant	
Kahve Dünyası	41.0625786	28.6854147	cafe	
Gimat	39.8313739	34.8238278		supermarket
BİM	39.8315325	34.8238278		supermarket
Yimpaş	39.830622	34.8238787		supermarket
(isimsiz)	39.8320021	34.8253325	restaurant	
Şadırvan	38.2456678	36.9143719	cafe	
(isimsiz)	40.2069662	28.9779656		supermarket
BİM	41.0122736	28.9501782		supermarket
Migros	41.0145742	28.9447629		supermarket
Migros	38.1946713	26.8336426		supermarket
Pehlivanoğlu	38.2032362	26.8320648		supermarket
Starbucks	41.0144807	28.9450856	cafe	
Aplangeç Çayevi	37.313304	27.7839734	cafe	
(isimsiz)	37.316043	27.7782147		bakery
(isimsiz)	37.3160387	27.7780967		supermarket
(isimsiz)	37.3160387	27.7783488		convenience
(isimsiz)	37.3157956	27.7781718		confectionery
Starbucks	40.9711603	29.0841418	cafe	
Örnekköy Büfe	36.8503077	30.8035513	fast_food	
lokanta	40.8466935	43.3290716	restaurant	
(isimsiz)	37.6217712	27.2142778		convenience
(isimsiz)	37.6663057	27.3166309	restaurant	
(isimsiz)	37.6185164	27.175485		convenience
(isimsiz)	37.6191538	27.1727277	restaurant	
(isimsiz)	37.6221599	27.2149001		convenience
(isimsiz)	37.6179916	27.176		convenience
(isimsiz)	37.6668811	27.3216413	restaurant	
(isimsiz)	37.667535	27.3226444	restaurant	
(isimsiz)	37.6218901	27.2145943		convenience
(isimsiz)	37.6317915	27.118496	restaurant	
(isimsiz)	37.620898	27.1531798	restaurant	
(isimsiz)	37.6664692	27.3212738		convenience
(isimsiz)	37.6183442	27.1754865	cafe	
(isimsiz)	37.6182677	27.1830959		convenience
(isimsiz)	37.617983	27.1761195	cafe	
(isimsiz)	37.6182634	27.1752719	cafe	
(isimsiz)	37.6219197	27.2147004	cafe	
(isimsiz)	37.66714	27.3219297	cafe	
Burger King	37.7666349	27.426552	fast_food	
(isimsiz)	37.6675094	27.322544	cafe	
(isimsiz)	37.6668321	27.3216052	cafe	
(isimsiz)	37.6187776	27.1736787	cafe	
(isimsiz)	37.6220026	27.2143919	cafe	
Burger King	37.7114606	27.38457	fast_food	
(isimsiz)	37.6218326	27.2144187	cafe	
(isimsiz)	37.6220812	27.214695	cafe	
Örnekköy Büfe	36.8503359	30.8035339	cafe	
(isimsiz)	36.5871732	31.8676125	bar	
Yusuf Amca'nın Yeri	40.8585078	41.2399762	restaurant	
(isimsiz)	40.9678671	41.3929652		convenience
(isimsiz)	40.9680008	41.3929723		bakery
(isimsiz)	41.8796306	34.9075339		convenience
(isimsiz)	36.5851707	31.8662636	bar	
(isimsiz)	36.5855084	31.8662754	bar	
(isimsiz)	36.5857752	31.8705383	bar	
(isimsiz)	36.5866301	31.8667018	bar	
Domino's	39.975914	32.61495	fast_food	
(isimsiz)	39.9770999	32.6081187		convenience
alisveris merkezi	39.9761295	32.601955		convenience
Migros	40.9447797	29.1122315		supermarket
Arif Abi'nin Yeri	37.8806331	28.241939	restaurant	
Seferihisar Merkez Lokantası	38.1955192	26.8386663	restaurant	
Migros	37.9537708	27.3715989		supermarket
MMM Migros Ilica	38.3059679	26.3627362		supermarket
Türkiye Petrolleri	40.8094062	33.0842992	fuel	convenience
Panorama	37.0875462	27.2772454	restaurant	
Üst Kat	39.9026416	32.8601545	pub	
5 Çayı Unlu Mamüller	39.8951919	32.8546233	cafe	
Çağdaş Süpermarket	39.899665	32.8516192		supermarket
Migros	40.988651	29.085746		supermarket
Türkmen Cafe	41.0863967	29.0060289	cafe	
guna	38.4293794	27.1360361	restaurant	
Sarıyer Spor Kulübü Kafeteryası	41.1689798	29.0586933	cafe	
Meşhur Sarıyer Börekçisi	41.1688849	29.0576874	cafe	
Sarıyer Hünkar Börekçisi	41.1675805	29.0573066	cafe	
Tarihi Sarıyer Muhallebicisi	41.1684831	29.057159	cafe	
Yenimahalle Astsubay Orduevi	41.1722647	29.0659218	restaurant	
Migros	40.9904631	29.0245606		supermarket
reyna cafe	38.4286476	27.1385264	cafe	
Gürmar	38.4564723	27.119016		supermarket
Cadde. Restaurant & Bar	36.662148	29.1195939	restaurant	
Boğaziçi Restaurant	36.6314599	29.1184507	restaurant	
(isimsiz)	36.6615283	29.1131351	restaurant	
Cafe Geniş	36.6230225	29.1089815	restaurant	
Mancero	36.633509	29.1200521	restaurant	
Lezzet Lokantası	36.62267	29.1135356	restaurant	
Kahve Diyarı	36.6329233	29.1195727	cafe	
Bilge Şahin Pasta Dükkanı	39.9075457	32.8589799	cafe	
Grüner Baum	36.6144894	31.7759011	restaurant	
Bil Çağdaş Market	39.8815112	32.760063		supermarket
Starbucks	39.8833103	32.7613394	cafe	
Salus Restaurant	39.882343	32.7630721	restaurant	
Sokak Ev Yemekleri	39.8815069	32.7599162	restaurant	
Cevher	40.238367	33.0270373		supermarket
Altunbilekler	39.9462053	32.6556687		supermarket
Sedef Patisserie	37.3636596	27.2715566	cafe	
McDonald's	40.9927725	29.1277292	fast_food	
İstanbul Halk Ekmek	40.9926866	29.1278558		bakery
(isimsiz)	41.0833743	29.0531835	cafe	
Kuzey Kampüs Yemekhanesİ	41.0864661	29.0446725	food_court	
Just Bar	41.0059332	28.9808966	bar	
The North Shields Pub	41.0518342	28.9652973	pub	
Dedeman Roof Bar	41.0640446	29.0101244	bar	
Mayotte Pub & Live Music	41.0356039	28.9819806	pub	
Sultan's Kitchen	41.0062489	28.969526	restaurant	
Vonalı Celal	41.116086	37.7376428	restaurant	
Barbarossa	36.5671567	28.0129892	restaurant	
Migros	36.885382	30.7100709		supermarket
1e1 Market	36.8606866	30.7310722		supermarket
Kipa	36.8569382	30.7465613		supermarket
(isimsiz)	41.0230869	29.1856095		convenience
A101	41.0210309	29.1870471		supermarket
Paradise Restaurant	36.8018997	31.3622273	restaurant	
Namlı Kebap	41.0279801	29.1911301	restaurant	
Migros	41.0227189	29.1844674		supermarket
Masal Pastanesi	41.0217075	29.1921334	cafe	
Happy Center	41.0213102	29.1904379		supermarket
(isimsiz)	41.0238129	29.1836831		bakery
(isimsiz)	41.0268714	29.1809375	restaurant	
Carrefour Express	41.0211296	29.1884842		convenience
Limon Market	41.0259585	29.1813521		supermarket
Salon Cafe	41.0682401	29.0009827	restaurant	
Yücel Simit	41.0675022	29.0014307	cafe	
Melita Pastanesi	41.0680826	29.0014065	cafe	
Kahve Dünyası	41.0677024	29.0010337	cafe	
(isimsiz)	41.06839	29.0017928		convenience
Akademi Lezzet	41.0686953	29.0019483	restaurant	
(isimsiz)	41.0684001	29.001605	restaurant	
İmer Cafe	41.0689377	29.0020583	restaurant	
(isimsiz)	41.063232	29.0664834		supermarket
(isimsiz)	41.0615352	29.0654883		convenience
MİS-UN	41.0634706	29.0662313		bakery
Rasathane Kebap	41.0632132	29.0662247	restaurant	
Ohannes Burger	38.468994	27.2191355	fast_food	
Migros Jet	41.027915	29.190894		convenience
Zeus Sahne	38.7190096	34.8469288	pub	
Konak Pastanesi	41.0147577	29.1897774	cafe	
Sarıyer Market	40.9451306	29.1127254		supermarket
Profesör	39.906973	32.8601449	pub	
Ocakmar	41.0214808	29.1925896		supermarket
(isimsiz)	41.025188	29.1878203		convenience
CarrefourSA	41.0248642	29.1877238		supermarket
(isimsiz)	41.0235125	29.194719		supermarket
Köylüce Market	41.0307402	29.1728155		supermarket
Çağrı Market	41.018423	29.1922257		supermarket
Özkuruşlar Hipermarket	41.0158895	29.1907821		supermarket
Özcanlar Köftecisi	41.1508058	27.8374389	restaurant	
A101	41.1501174	27.7943822		supermarket
(isimsiz)	41.1528824	27.7927138		bakery
BİM	41.1524138	27.7894581		supermarket
Yeşilcam Kahve Evi	41.0138373	29.1892142	cafe	
Melek Cafem	39.8962406	32.7048241	cafe	
Hismar	41.159984	27.7988217		supermarket
Total	41.1493249	27.8459159		convenience
Edessa Kebap	39.9247352	32.8226283	restaurant	
(isimsiz)	40.6751292	30.4057029	cafe	
(isimsiz)	40.6752635	30.4055903		convenience
Kovboy Büfe	41.1615348	27.8011182	fast_food	
(isimsiz)	41.1553352	27.8199903	cafe	
Big Yellow Taxi Benzin Cafe	41.0174648	28.6460959	cafe	
Hazal Esen Bahçe 	41.016631	28.6442828	restaurant	
Kahve Diyarı	41.0163963	28.6537081	cafe	
Foccaccia	41.0164001	28.6531933		bakery
Papatya Roof Cafe	41.0182731	28.6444235	cafe	
Uyum Süpermarketi	41.0188936	28.6488103		supermarket
Şok	41.0188733	28.6509025		supermarket
Happy Center	41.0160318	28.6550333		supermarket
Onur Hipermarket İnnovia	41.0208889	28.6567872		supermarket
Altın Ekmek Dünyası	41.0190746	28.6525954		bakery
Lokma Odun Ekmeği	41.01887	28.6489857		bakery
Saraykapı Sac Tava	41.0159842	28.6493692	restaurant	
Seyidoğlu	41.0163808	28.6530302	cafe	
A101	40.9991219	28.6244191		supermarket
Enbey Döner	41.0092783	28.6430255	fast_food	
(isimsiz)	40.2260018	27.2478618		supermarket
Cafe Mod	40.9839281	29.0720712	cafe	
Komşum Market	40.9840891	29.0722059		convenience
(isimsiz)	41.0187063	28.6882801	restaurant	
(isimsiz)	41.0172452	28.6886771	restaurant	
The North Shield	41.012196	28.6205233	pub	
Migros	41.005583	28.6213272		supermarket
Carrefour	41.0107551	28.6586017		supermarket
Kartal Közde Döner	41.0671818	29.003537	restaurant	
Dönerci	41.0669806	29.000747	fast_food	
Limma	41.0678138	29.0067149	restaurant	
Yunus Market	40.0355329	32.9026481		supermarket
yaren sp.	40.1895446	29.0652135		supermarket
Çiftlik Restoran	41.0150135	28.6734058	restaurant	
S.O.S Pizza	41.0221679	28.6556997	fast_food	
5M MİGROS TORIUM	41.0035322	28.6875718		supermarket
Burger King	41.0106873	28.6575524	fast_food	
Burger King	41.0102503	28.6583141	fast_food	
Burger King	41.0127195	28.6461364	fast_food	
McDonald's	41.016968	28.6271084	fast_food	
Hasırlı Konya Mutfağı	41.0172281	28.6273198	restaurant	
Hacı Sayid Baklava Pasta Restaurant	41.0158072	28.6483156	restaurant	
Migros	41.0159314	28.6480387		supermarket
Migros	41.0117978	28.6544017		supermarket
Mis Döner	41.0117494	28.6545305	fast_food	
Nostalji Döner	41.0118678	28.6542107	fast_food	
Urfa Ziyafet Sofrası	41.0115116	28.655112	fast_food	
Görgülü Pastanesi	41.0115478	28.6549993	cafe	
Saray Muhallebicisi	41.01045	28.6581405	cafe	
McDonald's	41.0098145	28.6584087	fast_food	
Köfteci Ramiz	41.0101384	28.6586876	restaurant	
HD İskender	41.0097536	28.6585645	restaurant	
Edirne Kırkpınar Lokantası	41.0101384	28.6586447	restaurant	
Robert's Coffee	41.0096809	28.6592992	cafe	
Burger King	41.0068351	28.6570354	fast_food	
Kahve Dünyası	41.0064082	28.6588317	cafe	
Sbarro	41.0099113	28.6581839	fast_food	
Burger King	41.0078096	28.660466	fast_food	
Köşebaşı	41.007761	28.6607074	restaurant	
Osmanlı Kebap	41.0190138	28.646824	restaurant	
Little Caesars	41.0161019	28.6475674	fast_food	
Tepe Fırını	38.4642747	27.166164		bakery
Dede Fırını	38.4669843	27.171003		bakery
Abim Ekmek	38.4635151	27.1650002		bakery
BİM	41.0722779	28.9988521		supermarket
KİM Market	41.0691639	28.999874		supermarket
Özer Ekmek Fırını	41.0715702	28.9985543		bakery
Şok	41.0720636	28.9988789		supermarket
Zigana	39.8721584	32.6881894	restaurant	
yukarıki bakkal	40.2472707	28.4262099		bakery
Fikret marjet	40.246937	28.4260221		bakery
Arif market	40.2465562	28.4265586		bakery
McDonald's	39.8970461	32.8167971	fast_food	
Öz 52 Ciğer	39.9116932	32.8202121	restaurant	
Bursa Hacıbey Kebapçısı	39.9118413	32.821057	restaurant	
Kesman Ciğer	39.9117796	32.8204535	restaurant	
Kanka Cafe Market	36.8852085	31.0102589	fast_food	
Dürümcü	36.8783509	31.0062336	restaurant	
Deep Blue	36.8708633	31.003054	cafe	
Starlight Bar	36.7009473	28.6907013	bar	
Lagoon Beach Bar	36.6988441	28.6887514	bar	
Lounge Bar	36.7009832	28.6889852	bar	
The Restaurant	36.7008972	28.68909	restaurant	
(isimsiz)	36.7010154	28.6892831		convenience
Pool Bar	36.7006348	28.689055	bar	
Grill House Restaurant	36.7000865	28.6887224	restaurant	
Şok	40.2894081	38.4222426		supermarket
A101	40.2891391	38.422484		supermarket
BİM	40.2875524	38.4236078		supermarket
Snack Bar / Adventure Barbecue	36.6986898	28.6888781	fast_food	
Culinarium Restaurant	36.7008109	28.6903791	restaurant	
(isimsiz)	41.1519421	27.7911403		convenience
(isimsiz)	41.1540183	27.7887048		convenience
(isimsiz)	41.1530246	27.7885332		convenience
(isimsiz)	41.152031	27.7901103		convenience
(isimsiz)	41.1497851	27.793801		convenience
Şok	36.8604662	31.0638086		supermarket
McDonald's	36.8861382	30.6656042	fast_food	
Parlak Fırın	36.8345364	28.6423499		bakery
Migros Beysupark	39.8771969	32.7055905		supermarket
BİM	40.166421	38.0786472		supermarket
(isimsiz)	41.0058378	28.9798147		convenience
Zirve'de	39.6316718	39.5005846	restaurant	
Sultan Sofrası	40.2884529	38.4098023	restaurant	
Giritli	36.3041272	32.2593458	restaurant	
(isimsiz)	37.0058292	27.2575447		
Adanalıoğlu Köy Fırını	36.8367922	34.8067485		bakery
Burger King	36.8917806	30.7034516	fast_food	
Domino's	36.8919228	30.7033823	fast_food	
Blue Bay Bar	36.3020125	30.4659484	bar	
Yılmaz Market	36.3018835	30.4660026		convenience
Duran Market	36.3098485	30.464433		convenience
Duran Pension	36.3103383	30.4638753	restaurant	
Kadir's Garden	36.3109882	30.4632813	restaurant	
Layda Market	36.3103714	30.4641602		convenience
Tuğra Otel	36.310492	30.4637401	restaurant	
İkizler Motel	36.3091881	30.464392	restaurant	
Arikanda River Garden Restaurant	36.3131108	30.4621072	restaurant	
Hotel Aybars	36.3126558	30.462538	restaurant	
Likya Otel	36.3147536	30.4614734	restaurant	
Lykia Edrassa	36.3117259	30.463616	restaurant	
Çiçek Pansiyon	36.3119977	30.4623086	restaurant	
Çıtır Motel	36.3120909	30.4621934	cafe	
Şimşek Pansiyon	36.3128388	30.461599	restaurant	
Acar Restaurant	36.4493535	30.4287377	restaurant	
Çınaraltı Et & Balık Evi	36.5043027	30.4246292	restaurant	
Ali's Kahve	36.6803263	30.5551923	cafe	
Can Cafe	36.6746522	30.5528098	cafe	
Köfteci Ali	36.6680463	30.5498143	fast_food	
Köfteci Bayram	36.6710906	30.5493014	fast_food	
Kılınç Market	36.668943	30.5471648		convenience
Medya Market	36.6708732	30.5491504		convenience
Natur Restaurant	36.6613054	30.5536354	restaurant	
(isimsiz)	37.0098774	27.2676818		
Tavacı Recep Usta Ümitköy Şubesi	39.8719519	32.6890368	restaurant	
Yuvam	36.8856643	30.700228	restaurant	
Atapark	40.2887146	38.4217183	cafe	
(isimsiz)	40.3068041	38.4603805	restaurant	
Ekmek Fırını	40.288191	38.4221052		bakery
(isimsiz)	36.8392966	31.1118192	pub	
(isimsiz)	36.8379024	31.1119864	bar	
Water Pipe	36.8387319	31.111932	cafe	
Migros	38.4005017	27.0942749		supermarket
(isimsiz)	39.8700265	32.7504466		
(isimsiz)	39.8660683	32.7485325		
Burger King	36.6521168	29.1227152	fast_food	
Pier Bar	36.8368337	31.1113917	bar	
MMM Migros	39.8820813	32.6864376		supermarket
Anatolia Main Restaurant	36.8402464	31.111977	restaurant	
L`Ancora A la Carte Restaurant	36.8403996	31.1113734	restaurant	
Mosaique Main Restaurant	36.840245	31.1132724	restaurant	
Gloria Suites Pool Bar	36.8422581	31.1089333	pub	
(isimsiz)	40.2872516	38.4072588		convenience
Yunus Süpermarket	39.8838768	32.6907115		supermarket
BİM	41.4396682	27.9197513		supermarket
BİM	41.4430843	27.9197472		supermarket
Migros	39.8569121	32.6453274		supermarket
Çadır Kebap	39.8708815	32.6880017	restaurant	
BİM	37.8602621	32.4722121		supermarket
Narquilla	39.8702702	32.6819069	cafe	
Zahire	39.8750994	32.6870888		bakery
Girit Balıkçısı	39.8738788	32.6840954	restaurant	
(isimsiz)	36.5895599	30.5149622	restaurant	
Isa's Café	36.6005198	30.4857262	restaurant	
(isimsiz)	36.5584146	30.563103	restaurant	
(isimsiz)	36.5028831	30.5251171	restaurant	
alabalık	41.6307726	32.4885668	fast_food	
(isimsiz)	41.5968962	32.4448572	cafe	
Devrant Kıraathanesi	37.8872869	28.1811604	cafe	
Arykanda Pansiyon	36.5128786	30.054956	restaurant	
Golbasi Restaurant	37.0843757	30.1641613	restaurant	
Zirve Kafe	36.2991141	30.1431973	cafe	
(isimsiz)	36.3728856	30.3287526	restaurant	
(isimsiz)	36.3840962	30.3873641	restaurant	
(isimsiz)	36.5166156	30.049581	restaurant	
(isimsiz)	36.8738668	30.0610595		convenience
(isimsiz)	36.952	30.6239137		convenience
Yıllancıoğlu Market	40.2903445	38.4239678		supermarket
Şok	36.8852484	30.687663		supermarket
BİM	39.9718996	32.7081015		supermarket
Kardelen Büfesi	39.9757748	32.7165043		convenience
A101	39.9727502	32.7166958		supermarket
(isimsiz)	40.8009397	31.239915		convenience
Kent Park Kafeterya	40.7730149	30.3874115	cafe	
Yılancıoğlu Market	40.288188	38.4172246		supermarket
Olympos Merhaba Restorant	36.4004817	30.4757804	restaurant	
Olympos Yavuz Restorant	36.3999695	30.4756751	restaurant	
Havuzbasi Restaurant	36.4489495	30.433438	restaurant	
Nesil Alışveriş Merkezi	39.539067	29.4918671		supermarket
(isimsiz)	40.3357637	38.4431769	restaurant	
Campus Cafe	40.2815247	38.390758	cafe	
Düzpaş - Akçakoca Yolu Şubesi	40.8614605	31.1678541		supermarket
(isimsiz)	40.8625965	31.1681598		bakery
(isimsiz)	37.1717798	42.5564116	restaurant	
(isimsiz)	37.1718268	42.5569963	restaurant	
Bereket Döner	37.9010631	41.1316018	restaurant	
Burger King	37.896275	41.1297699	fast_food	
(isimsiz)	37.8962814	41.1296063	restaurant	
Demir Tesisleri	37.5792306	38.9470544	restaurant	
world Alışveriş Merkezi	37.8959023	41.1297095		supermarket
Şok	36.8844302	31.0113361		supermarket
Kırmızı Kedi Café	41.041948	29.0048682	cafe	
Şok	41.0429267	28.999074		supermarket
Türkoğlu Restaurant	37.1051543	27.2919442	restaurant	
Pehlivanoğlu	38.4637726	27.1960091		supermarket
Fırıncım	38.4636518	27.1954644		bakery
BİM	38.463807	27.1954609		supermarket
Trabzon Lüx ve Odun Ekmek Firini	41.0391663	29.0520841		bakery
Altunbilekler	39.9023738	32.8760345		supermarket
(isimsiz)	37.9096964	28.2082047	cafe	
Starbucks	41.0112463	29.1796281	cafe	
McDonald's	41.0112261	29.1793492	fast_food	
MMM Migros	41.0114204	29.1802128		supermarket
Cafe Fika	41.0126267	29.1758247	cafe	
(isimsiz)	40.2961146	38.4267826	cafe	
Atahan	40.9710322	34.6996308	restaurant	
Le Mouton Rouge	38.6281102	34.8050001	restaurant	
Saat Kulesi Çay Bahçesi	41.3748077	33.7785875	cafe	
Piramit Cafe	41.0001504	28.861387	cafe	
Şok	40.9950292	28.8701692		supermarket
EkoGross SüperMarket	39.9374068	32.897664		supermarket
Karamel Pastanesi	39.937727	32.8982422	cafe	
Yılmazlar SüperMarket	39.9388238	32.8981532		supermarket
Birlik Kebap - Dürüm	39.9377601	32.897946	food_court	
BİM	39.9366002	32.8922168		supermarket
Piknik Garden	41.1383089	27.8772766	restaurant	
Canım Ciğerim	41.156331	27.8337646	restaurant	
Migros	41.1565087	27.8334534		supermarket
Zest Bistro Çorlu	41.1528412	27.8355563	restaurant	
Yerciler	41.1530109	27.8353954	restaurant	
Güzel İspir Ekmek Fırını	39.9944161	32.5580763		bakery
Çağdaş Supermarket	39.8861853	32.8865708		supermarket
Mandalin Market	39.9591291	32.5670465		supermarket
Opet Market	39.6948689	32.261332		convenience
(isimsiz)	39.966762	32.5803222	restaurant	
Gimsa	39.9893157	32.5797474		supermarket
Gimsa	39.9909386	32.5957243		supermarket
İzbeli Çiftliği	41.3304329	33.7870125	restaurant	
BİM	40.919357	38.3855246		supermarket
Kahve Dünyası	41.0319467	29.2579434	cafe	
Çadır Restoront	40.2270079	33.0358631	restaurant	
(isimsiz)	38.4021925	27.1175515	pub	
(isimsiz)	38.4024199	27.117684	cafe	
HappyCenter	41.0643994	28.6997985		supermarket
Migros	41.2050206	29.0732566		supermarket
Turkuaz Ticaret Merkezi	39.8142175	32.5697402		supermarket
(isimsiz)	39.8134255	32.5824466	pub	
(isimsiz)	39.8132333	32.5753064		convenience
Maviş Pastanesi	39.9337501	32.9089778	cafe	
(isimsiz)	41.8795508	34.9082757		bakery
BİM	41.8817616	34.9062416		supermarket
Waterfall Bar	36.4800862	32.1353692	bar	
BİM	41.0987593	28.9070028		supermarket
Şok	41.0983678	28.9088488		supermarket
Kahve Diyarı	41.0567323	28.9155332	cafe	
Ciğerci Kardeş	41.056396	28.9140808	fast_food	
Fırın	41.8792796	34.9073093		bakery
Katlamacı	41.8798647	34.9092619		bakery
Çağrı	40.9702893	29.1114337		supermarket
Umut Gıda	41.0985296	28.9087604		convenience
Saliç Hotel	39.474069	26.2316782	restaurant	
Bar	36.7597803	31.4124758	bar	
Children's restaurant	36.7599468	31.4127052	restaurant	
Yenice	41.0860548	29.0484362	restaurant	
İstanbul Halk Ekmek	41.0958432	28.9054813		bakery
Orange Bar	36.3897437	30.4711928	bar	
Sim & Ar Cafe Restaurant	36.3901173	30.4673505	cafe	
Olympos Orange Restaurant	36.3902453	30.4674633	restaurant	
Maksut Bey	40.7977767	29.4311138	cafe	pastry
Burger King	40.7968986	29.4335666	fast_food	
Yunus Market	40.3300639	36.5535953		supermarket
(isimsiz)	40.3197043	36.5525973	restaurant	
(isimsiz)	40.3197145	36.5522298	cafe	
Yunus	40.3182275	36.5515957		supermarket
A101	41.8805168	34.9045801		supermarket
Carrefour	39.5888264	26.9276232		supermarket
Hatay Medeniyetler Sofrasi	41.0357323	28.9835307	restaurant	
Paşa İskender	40.7989692	29.431954	restaurant	
Serçeşme	40.8513286	29.4005636	restaurant	
Kayışdağı Fırını	40.978689	29.1171285		bakery
Asbaşak Fırın	41.0579583	29.0721214		bakery
Emin Market	41.0580189	29.0712631		supermarket
Suna'nın Yeri	41.074314	29.0581857	restaurant	
Aslı Börek	41.0560168	29.0739787	cafe	
Akasya Pastanesi	41.0532888	29.0757224		bakery
Çağmar	40.8908275	29.2584496		supermarket
Sun Gıda 2	40.8920125	29.258428		convenience
Dumlupınar Taş Odun Ekmek Fırını	40.8911881	29.2583202		bakery
Tatbak	40.8947466	29.2583225		confectionery
(isimsiz)	41.0571211	29.0728664	restaurant	
(isimsiz)	40.631306	26.5899564	fast_food	
BİM	38.7488938	30.5490952		supermarket
Migros	38.7321452	30.5631545		supermarket
(isimsiz)	38.7569846	30.5434089	cafe	
Dia SA	38.7490277	30.5494036		convenience
Şok	38.7493707	30.5516889		supermarket
(isimsiz)	36.821559	31.3063546		convenience
McDonald's	40.8102209	29.369088	fast_food	
Balıkpazarı Market	36.8839048	30.7057319		convenience
The Firin Unlu mamülleri	36.8839467	30.7056779		bakery
Liva	39.8932483	32.7023077	cafe	
Bildirici	39.9545936	32.7861472		supermarket
Fatih Fırını	39.9800627	32.8364541		bakery
Ulusoy	40.7290892	31.433075	restaurant	
Karmar Süpermarket	40.9836654	29.0720085		supermarket
Keyfimce	39.9308401	32.8177905	cafe	
Şekerciler	39.9799203	32.8328598		supermarket
Etlik Fırını	39.9788987	32.8356106		bakery
Şok	39.9797231	32.8361559		supermarket
Şekerciler	39.9747913	32.8300935		supermarket
Gloria's Jeans	41.0123447	28.6434971	cafe	
Gözdağı Sosyal Tesisleri	40.8906568	29.2536599	restaurant	
Marmara Aile Çay Bahçesi	40.876677	29.240023	cafe	
Kahve	38.6572526	34.8544985	cafe	
Ünay Kuruyemiş	39.9796791	32.8336282		convenience
Sağra Cafe	40.9765428	37.9643291	cafe	
HD İskender	39.9178512	32.8555777	restaurant	
ABA Piknik	39.9178134	32.8552411	restaurant	
Burger King	39.9171954	32.8552909	fast_food	
(isimsiz)	41.0151759	28.8654355		convenience
Palmiye Kebap&Pide	39.9796625	32.8327443	restaurant	
(isimsiz)	39.9799998	32.8321115	cafe	
(isimsiz)	40.7848813	27.3678972	restaurant	
(isimsiz)	40.7838537	27.3667814	restaurant	
(isimsiz)	37.0697671	41.2146445	cafe	
(isimsiz)	37.8609304	35.0919538		supermarket
Nus-Park AVM	37.0694126	41.2141908		supermarket
A101	41.3005553	27.5432951		supermarket
Carrefour	39.8581178	32.6446628		supermarket
Yörük Kafe	40.2873924	38.4013563	cafe	
(isimsiz)	40.9142213	38.3758144	cafe	
(isimsiz)	40.9143753	38.3759163	restaurant	
BİM	41.8767937	27.9864007		supermarket
A101	41.8779641	27.9875298		supermarket
(isimsiz)	41.8775678	27.9872535		supermarket
Romantique	41.276667	31.4208465	restaurant	
(isimsiz)	38.2969606	31.1787403	cafe	
Altaş Restaurant	37.029403	28.0972135	restaurant	
Rosemary	37.0056996	27.7934158	restaurant	
Captin Ibrahim's	37.0056653	27.7914202	restaurant	
Deniz	36.8831007	28.0595704	restaurant	
(isimsiz)	38.2986493	31.1776374	cafe	
(isimsiz)	38.3021644	31.193606	cafe	
(isimsiz)	38.2700291	31.0850768	cafe	
(isimsiz)	38.270102	31.0854837		supermarket
Doner Yakar Bufe	36.8524796	28.272264	fast_food	
Pineapple restaurant	36.8532522	28.2791734	restaurant	
Baba Keyf	37.873168	30.8468146	cafe	
(isimsiz)	36.6437193	30.5575344	cafe	
(isimsiz)	36.6436807	30.5573432	cafe	
(isimsiz)	36.6436151	30.5596248	restaurant	
Residence Bar	36.6271943	31.7604994	bar	
Yummy Burger	36.6272089	31.7605432	restaurant	
Urfa Sofrası	38.7186908	34.8473188	restaurant	
Usta'nın Yeri	38.718734	34.8466651	restaurant	
(isimsiz)	38.32222	26.3445582		supermarket
Asmakat	40.9851586	29.0267607	restaurant	
Bira Fabrikası	40.9875715	29.0262832	pub	
Belfast	40.9854171	29.0262759	pub	
Fil	40.9872396	29.0277667	bar	
Caffè Nero	40.98077	29.0238104	cafe	
My Chef	40.9872627	29.0275241	restaurant	
Fries Dinosaurs	40.987158	29.027725	restaurant	
Pilav Dünyası	40.9875674	29.0269901	fast_food	
Rock Pub	40.985314	29.026353	pub	
Vitavien Bahariye	40.9877422	29.0283594	cafe	
Starbucks	40.9806145	29.0236037	cafe	
Starbucks	40.9892319	29.0286943	cafe	
